Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Keltner 5-Rule Retracement,90128.56,-9871.44,-9.87,7,2,5,28.57,21.54,205.0,-2.372,KTKBANK,272
Keltner + EMA Cross,110899.92,10899.92,10.9,4,1,3,25.0,13.36,172.0,-0.753,KTKBANK,272
Keltner Breakout (ATR 1.5),111412.45,11412.45,11.41,7,5,2,71.43,15.93,99.0,-0.212,KTKBANK,272
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KTKBANK,272
Squeeze Breakout,103259.6,3259.6,3.26,5,2,3,40.0,12.46,74.0,-1.045,KTKBANK,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],117728.07,17728.07,17.73,3,2,1,66.67,15.48,45.0,0.0,KWIL,149
Keltner 5-Rule Retracement,125035.86,25035.86,25.04,3,2,1,66.67,15.42,42.0,0.0,KWIL,149
Keltner + EMA Cross,117935.78,17935.78,17.94,3,2,1,66.67,18.3,45.0,0.0,KWIL,149
Keltner Breakout (ATR 1.5),129496.0,29496.0,29.5,3,2,1,66.67,15.47,42.0,0.0,KWIL,149
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,KWIL,149
Squeeze Breakout,130213.78,30213.78,30.21,3,2,1,66.67,17.24,73.0,0.0,KWIL,149
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98735.66,-1264.34,-1.26,5,2,3,40.0,22.34,142.0,-4.714,MMFL,272
Keltner 5-Rule Retracement,116232.69,16232.69,16.23,4,3,1,75.0,12.33,133.0,0.216,MMFL,272
Keltner + EMA Cross,179845.4,79845.4,79.85,2,2,0,100.0,13.52,92.0,1.418,MMFL,272
Keltner Breakout (ATR 1.5),111993.6,11993.6,11.99,5,2,3,40.0,16.96,134.0,-0.192,MMFL,272
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MMFL,272
Squeeze Breakout,142348.31,42348.31,42.35,4,3,1,75.0,5.98,32.0,1.155,MMFL,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98277.56,-1722.44,-1.72,6,3,3,50.0,34.38,237.0,-0.274,NETWEB,272
Keltner 5-Rule Retracement,93965.31,-6034.69,-6.03,6,2,4,33.33,34.89,237.0,-0.334,NETWEB,272
Keltner + EMA Cross,86034.91,-13965.09,-13.97,3,1,2,33.33,17.02,116.0,-1.931,NETWEB,272
Keltner Breakout (ATR 1.5),105055.72,5055.72,5.06,7,3,4,42.86,32.74,237.0,-0.31,NETWEB,272
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NETWEB,272
Squeeze Breakout,107971.66,7971.66,7.97,3,2,1,66.67,15.33,71.0,-0.631,NETWEB,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],61472.09,-38527.91,-38.53,5,1,4,20.0,39.09,207.0,-6.844,PREMIERPOL,272
Keltner 5-Rule Retracement,61472.09,-38527.91,-38.53,5,1,4,20.0,39.09,207.0,-6.844,PREMIERPOL,272
Keltner + EMA Cross,80069.3,-19930.7,-19.93,2,0,2,0.0,19.93,207.0,-3.443,PREMIERPOL,272
Keltner Breakout (ATR 1.5),55144.27,-44855.73,-44.86,7,1,6,14.29,45.36,207.0,-4.018,PREMIERPOL,272
Bollinger RSI,117847.55,17847.55,17.85,1,1,0,100.0,18.77,170.0,0.243,PREMIERPOL,272
Squeeze Breakout,68042.0,-31958.0,-31.96,5,0,5,0.0,33.94,209.0,-6.646,PREMIERPOL,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91439.33,-8560.67,-8.56,2,0,2,0.0,13.56,98.0,-2.519,RENUKA,272
Keltner 5-Rule Retracement,91439.33,-8560.67,-8.56,2,0,2,0.0,13.56,98.0,-2.519,RENUKA,272
Keltner + EMA Cross,93765.95,-6234.05,-6.23,2,0,2,0.0,13.29,128.0,-3.085,RENUKA,272
Keltner Breakout (ATR 1.5),91430.75,-8569.25,-8.57,3,1,2,33.33,17.57,98.0,-2.517,RENUKA,272
Bollinger RSI,116686.31,16686.31,16.69,2,2,0,100.0,15.66,73.0,0.187,RENUKA,272
Squeeze Breakout,91312.85,-8687.15,-8.69,5,2,3,40.0,16.81,196.0,-6.769,RENUKA,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],115104.32,15104.32,15.1,3,3,0,100.0,10.21,148.0,0.157,SEAMECLTD,272
Keltner 5-Rule Retracement,104865.38,4865.38,4.87,4,3,1,75.0,16.58,148.0,-0.432,SEAMECLTD,272
Keltner + EMA Cross,102181.36,2181.36,2.18,2,0,1,0.0,19.01,79.0,-4.96,SEAMECLTD,272
Keltner Breakout (ATR 1.5),116238.93,16238.93,16.24,4,3,1,75.0,12.07,148.0,0.259,SEAMECLTD,272
Bollinger RSI,152474.1,52474.1,52.47,2,2,0,100.0,8.13,131.0,44.139,SEAMECLTD,272
Squeeze Breakout,113961.0,13961.0,13.96,6,4,2,66.67,17.69,90.0,0.077,SEAMECLTD,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],95255.67,-4744.33,-4.74,2,0,2,0.0,6.23,246.0,-6.743,SIRCA,272
Keltner 5-Rule Retracement,94011.6,-5988.4,-5.99,2,0,2,0.0,6.76,246.0,-4.889,SIRCA,272
Keltner + EMA Cross,100913.98,913.98,0.91,1,1,0,100.0,5.59,31.0,-13.223,SIRCA,272
Keltner Breakout (ATR 1.5),96242.5,-3757.5,-3.76,3,1,2,33.33,7.75,214.0,-2.772,SIRCA,272
Bollinger RSI,93528.43,-6471.57,-6.47,2,0,1,0.0,21.36,178.0,-1.515,SIRCA,272
Squeeze Breakout,82193.77,-17806.23,-17.81,8,2,5,25.0,19.51,210.0,-16.064,SIRCA,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97502.53,-2497.47,-2.5,3,1,2,33.33,9.14,206.0,-2.268,SURAKSHA,272
Keltner 5-Rule Retracement,97502.53,-2497.47,-2.5,3,1,2,33.33,9.14,206.0,-2.268,SURAKSHA,272
Keltner + EMA Cross,116032.52,16032.52,16.03,3,1,1,33.33,11.93,76.0,0.189,SURAKSHA,272
Keltner Breakout (ATR 1.5),104090.49,4090.49,4.09,5,2,2,40.0,7.53,130.0,-0.62,SURAKSHA,272
Bollinger RSI,135223.89,35223.89,35.22,2,2,0,100.0,20.25,58.0,0.63,SURAKSHA,272
Squeeze Breakout,103812.95,3812.95,3.81,4,2,2,50.0,14.02,86.0,-2.409,SURAKSHA,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106363.01,6363.01,6.36,2,0,1,0.0,12.26,90.0,-1.043,WINDLAS,272
Keltner 5-Rule Retracement,102915.02,2915.02,2.92,3,0,2,0.0,15.1,90.0,-3.46,WINDLAS,272
Keltner + EMA Cross,94446.76,-5553.24,-5.55,1,0,1,0.0,9.23,153.0,-3.341,WINDLAS,272
Keltner Breakout (ATR 1.5),101602.42,1602.42,1.6,3,0,2,0.0,16.54,153.0,-7.113,WINDLAS,272
Bollinger RSI,90933.31,-9066.69,-9.07,1,0,1,0.0,26.29,250.0,-0.738,WINDLAS,272
Squeeze Breakout,111014.27,11014.27,11.01,5,1,3,20.0,13.8,173.0,-1.88,WINDLAS,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],112180.8,12180.8,12.18,6,2,3,33.33,12.24,140.0,-0.019,MAFANG,272
Keltner 5-Rule Retracement,117493.68,17493.68,17.49,6,3,2,50.0,12.24,132.0,0.213,MAFANG,272
Keltner + EMA Cross,111060.79,11060.79,11.06,2,0,1,0.0,8.54,41.0,-0.175,MAFANG,272
Keltner Breakout (ATR 1.5),122645.97,22645.97,22.65,7,2,4,28.57,9.52,129.0,0.301,MAFANG,272
Bollinger RSI,113486.45,13486.45,13.49,1,1,0,100.0,7.97,21.0,0.036,MAFANG,272
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,MAFANG,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101693.78,1693.78,1.69,2,1,1,50.0,12.35,96.0,-6.675,BEML,272
Keltner 5-Rule Retracement,103737.31,3737.31,3.74,2,2,0,100.0,11.48,85.0,-2.478,BEML,272
Keltner + EMA Cross,95994.92,-4005.08,-4.01,3,0,2,0.0,15.21,177.0,-3.615,BEML,272
Keltner Breakout (ATR 1.5),97973.03,-2026.97,-2.03,3,2,1,66.67,10.17,153.0,-1.02,BEML,272
Bollinger RSI,109229.17,9229.17,9.23,1,1,0,100.0,26.12,79.0,-0.703,BEML,272
Squeeze Breakout,120549.29,20549.29,20.55,3,3,0,100.0,11.82,109.0,0.576,BEML,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],85987.74,-14012.26,-14.01,2,0,2,0.0,15.9,110.0,-1.928,BLS,272
Keltner 5-Rule Retracement,85987.74,-14012.26,-14.01,2,0,2,0.0,15.9,110.0,-1.928,BLS,272
Keltner + EMA Cross,92196.98,-7803.02,-7.8,1,0,1,0.0,13.96,27.0,-2.666,BLS,272
Keltner Breakout (ATR 1.5),89254.22,-10745.78,-10.75,2,0,2,0.0,12.72,110.0,-2.21,BLS,272
Bollinger RSI,79851.85,-20148.15,-20.15,1,0,1,0.0,34.94,238.0,-3.573,BLS,272
Squeeze Breakout,112286.79,12286.79,12.29,3,2,1,66.67,4.76,76.0,-0.1,BLS,272
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],155255.66,55255.66,55.26,3,2,1,66.67,11.19,147.0,0.726,DEEPINDS,297
Keltner 5-Rule Retracement,148425.7,48425.7,48.43,3,2,1,66.67,11.14,147.0,0.689,DEEPINDS,297
Keltner + EMA Cross,142407.32,42407.32,42.41,4,1,2,25.0,13.3,100.0,0.548,DEEPINDS,297
Keltner Breakout (ATR 1.5),135904.89,35904.89,35.9,5,2,3,40.0,14.42,153.0,0.553,DEEPINDS,297
Bollinger RSI,95351.41,-4648.59,-4.65,1,0,1,0.0,33.54,217.0,-38.352,DEEPINDS,297
Squeeze Breakout,127047.18,27047.18,27.05,7,5,2,71.43,14.42,107.0,0.392,DEEPINDS,297
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99370.29,-629.71,-0.63,6,2,3,33.33,30.11,95.0,-21.644,FINCABLES,297
Keltner 5-Rule Retracement,90629.03,-9370.97,-9.37,6,2,3,33.33,33.13,95.0,-2.387,FINCABLES,297
Keltner + EMA Cross,124790.65,24790.65,24.79,4,2,1,50.0,18.56,81.0,0.476,FINCABLES,297
Keltner Breakout (ATR 1.5),96943.62,-3056.38,-3.06,7,2,4,28.57,30.12,95.0,-2.261,FINCABLES,297
Bollinger RSI,100799.54,799.54,0.8,1,1,0,100.0,16.76,262.0,-0.554,FINCABLES,297
Squeeze Breakout,98828.08,-1171.92,-1.17,2,1,1,50.0,5.37,196.0,-12.093,FINCABLES,297
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],313444.2,213444.2,213.44,4,2,1,50.0,19.81,114.0,0.947,SIGMAADV-BE,264
Keltner 5-Rule Retracement,289014.09,189014.09,189.01,4,2,1,50.0,26.06,114.0,0.94,SIGMAADV-BE,264
Keltner + EMA Cross,86156.64,-13843.36,-13.84,2,0,2,0.0,14.73,183.0,-5.231,SIGMAADV-BE,264
Keltner Breakout (ATR 1.5),332386.41,232386.41,232.39,6,2,3,33.33,29.76,117.0,0.957,SIGMAADV-BE,264
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SIGMAADV-BE,264
Squeeze Breakout,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SIGMAADV-BE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],90301.48,-9698.52,-9.7,3,1,2,33.33,13.63,102.0,-2.34,STEELCAS,264
Keltner 5-Rule Retracement,104007.23,4007.23,4.01,2,1,1,50.0,10.39,102.0,-2.244,STEELCAS,264
Keltner + EMA Cross,86740.89,-13259.11,-13.26,1,0,1,0.0,13.26,157.0,-1.98,STEELCAS,264
Keltner Breakout (ATR 1.5),92978.96,-7021.04,-7.02,3,1,2,33.33,13.76,102.0,-2.852,STEELCAS,264
Bollinger RSI,142583.72,42583.72,42.58,1,1,0,100.0,10.4,40.0,0.695,STEELCAS,264
Squeeze Breakout,78046.36,-21953.64,-21.95,5,1,4,20.0,27.03,188.0,-3.243,STEELCAS,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101444.71,1444.71,1.44,1,1,0,100.0,8.1,17.0,-7.998,DICIND,264
Keltner 5-Rule Retracement,100471.87,471.87,0.47,3,1,2,33.33,8.58,154.0,-2.236,DICIND,264
Keltner + EMA Cross,121057.53,21057.53,21.06,6,3,2,50.0,12.53,114.0,0.298,DICIND,264
Keltner Breakout (ATR 1.5),109246.37,9246.37,9.25,3,2,0,66.67,8.1,134.0,-0.406,DICIND,264
Bollinger RSI,99072.63,-927.37,-0.93,1,0,1,0.0,17.63,239.0,-0.688,DICIND,264
Squeeze Breakout,95101.16,-4898.84,-4.9,4,2,2,50.0,14.18,120.0,-3.654,DICIND,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92244.18,-7755.82,-7.76,2,0,2,0.0,17.93,225.0,-5.3,MANAKCOAT,264
Keltner 5-Rule Retracement,88589.56,-11410.44,-11.41,3,0,3,0.0,21.28,225.0,-2.921,MANAKCOAT,264
Keltner + EMA Cross,89990.79,-10009.21,-10.01,2,0,1,0.0,17.65,102.0,-2.299,MANAKCOAT,264
Keltner Breakout (ATR 1.5),80064.19,-19935.81,-19.94,5,1,3,20.0,29.65,225.0,-2.035,MANAKCOAT,264
Bollinger RSI,123417.42,23417.42,23.42,1,1,0,100.0,16.7,44.0,0.445,MANAKCOAT,264
Squeeze Breakout,81119.68,-18880.32,-18.88,4,0,3,0.0,25.13,120.0,-1.689,MANAKCOAT,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,JUNIPER,264
Keltner 5-Rule Retracement,103211.52,3211.52,3.21,1,0,0,0.0,2.67,6.0,-3.048,JUNIPER,264
Keltner + EMA Cross,99435.51,-564.49,-0.56,3,0,2,0.0,7.8,34.0,-24.03,JUNIPER,264
Keltner Breakout (ATR 1.5),94580.6,-5419.4,-5.42,3,0,2,0.0,11.21,191.0,-9.57,JUNIPER,264
Bollinger RSI,82351.16,-17648.84,-17.65,1,0,1,0.0,30.84,228.0,-2.829,JUNIPER,264
Squeeze Breakout,111900.22,11900.22,11.9,5,3,1,60.0,7.08,112.0,-0.223,JUNIPER,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],95995.74,-4004.26,-4.0,1,0,1,0.0,4.0,56.0,-4.247,HEIDELBERG,264
Keltner 5-Rule Retracement,96610.7,-3389.3,-3.39,2,0,2,0.0,5.67,97.0,-4.836,HEIDELBERG,264
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,HEIDELBERG,264
Keltner Breakout (ATR 1.5),95995.74,-4004.26,-4.0,1,0,1,0.0,4.0,56.0,-4.247,HEIDELBERG,264
Bollinger RSI,80468.78,-19531.22,-19.53,1,0,0,0.0,21.69,198.0,-2.012,HEIDELBERG,264
Squeeze Breakout,103171.97,3171.97,3.17,3,1,2,33.33,6.65,158.0,-3.098,HEIDELBERG,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101009.01,1009.01,1.01,2,1,1,50.0,13.2,74.0,-11.884,BAJAJHIND,264
Keltner 5-Rule Retracement,110982.94,10982.94,10.98,2,2,0,100.0,13.2,74.0,-0.184,BAJAJHIND,264
Keltner + EMA Cross,98534.66,-1465.34,-1.47,2,1,1,50.0,19.39,44.0,-9.872,BAJAJHIND,264
Keltner Breakout (ATR 1.5),96389.62,-3610.38,-3.61,3,1,2,33.33,13.2,134.0,-2.967,BAJAJHIND,264
Bollinger RSI,101330.41,1330.41,1.33,1,1,0,100.0,23.82,193.0,-3.94,BAJAJHIND,264
Squeeze Breakout,110754.57,10754.57,10.75,4,2,2,50.0,9.35,98.0,-0.789,BAJAJHIND,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],85697.64,-14302.36,-14.3,3,0,3,0.0,15.36,208.0,-6.622,5PAISA,264
Keltner 5-Rule Retracement,80047.28,-19952.72,-19.95,5,0,5,0.0,22.55,208.0,-4.21,5PAISA,264
Keltner + EMA Cross,70544.33,-29455.67,-29.46,4,1,3,25.0,29.46,208.0,-22.863,5PAISA,264
Keltner Breakout (ATR 1.5),94553.31,-5446.69,-5.45,5,2,3,40.0,12.5,117.0,-1.584,5PAISA,264
Bollinger RSI,142231.41,42231.41,42.23,2,2,0,100.0,14.57,62.0,0.724,5PAISA,264
Squeeze Breakout,103252.95,3252.95,3.25,2,2,0,100.0,15.52,120.0,-2.996,5PAISA,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],107324.46,7324.46,7.32,3,1,2,33.33,15.17,122.0,-0.427,ANDHRSUGAR,264
Keltner 5-Rule Retracement,129509.6,29509.6,29.51,4,3,1,75.0,10.94,121.0,0.472,ANDHRSUGAR,264
Keltner + EMA Cross,97002.12,-2997.88,-3.0,3,1,2,33.33,11.82,191.0,-4.881,ANDHRSUGAR,264
Keltner Breakout (ATR 1.5),109560.39,9560.39,9.56,3,1,2,33.33,15.17,122.0,-0.318,ANDHRSUGAR,264
Bollinger RSI,110962.74,10962.74,10.96,1,1,0,100.0,8.03,113.0,-0.186,ANDHRSUGAR,264
Squeeze Breakout,96674.02,-3325.98,-3.33,6,1,4,16.67,13.36,166.0,-3.603,ANDHRSUGAR,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],122906.63,22906.63,22.91,3,1,2,33.33,12.6,88.0,0.432,APOLLOPIPE,264
Keltner 5-Rule Retracement,120588.16,20588.16,20.59,3,1,2,33.33,17.2,109.0,0.369,APOLLOPIPE,264
Keltner + EMA Cross,140462.85,40462.85,40.46,3,2,1,66.67,20.92,61.0,0.569,APOLLOPIPE,264
Keltner Breakout (ATR 1.5),137908.04,37908.04,37.91,3,2,1,66.67,12.62,65.0,0.657,APOLLOPIPE,264
Bollinger RSI,96813.51,-3186.49,-3.19,1,0,1,0.0,26.01,240.0,-0.594,APOLLOPIPE,264
Squeeze Breakout,94355.59,-5644.41,-5.64,3,1,2,33.33,25.02,166.0,-3.303,APOLLOPIPE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],89799.49,-10200.51,-10.2,3,0,3,0.0,11.37,192.0,-11.31,KRBL,264
Keltner 5-Rule Retracement,82760.26,-17239.74,-17.24,4,0,4,0.0,17.24,212.0,-5.698,KRBL,264
Keltner + EMA Cross,91176.13,-8823.87,-8.82,2,0,2,0.0,17.21,212.0,-32.305,KRBL,264
Keltner Breakout (ATR 1.5),90926.36,-9073.64,-9.07,4,0,4,0.0,11.26,190.0,-6.794,KRBL,264
Bollinger RSI,119416.84,19416.84,19.42,1,1,0,100.0,25.15,76.0,0.33,KRBL,264
Squeeze Breakout,95027.01,-4972.99,-4.97,2,1,1,50.0,7.48,163.0,-2.338,KRBL,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106727.07,6727.07,6.73,3,2,1,66.67,10.16,88.0,-0.932,PITTIENG,264
Keltner 5-Rule Retracement,102045.52,2045.52,2.05,3,1,2,33.33,11.16,142.0,-5.355,PITTIENG,264
Keltner + EMA Cross,102238.0,2238.0,2.24,3,0,2,0.0,21.68,152.0,-4.809,PITTIENG,264
Keltner Breakout (ATR 1.5),103898.59,3898.59,3.9,4,2,2,50.0,14.31,99.0,-2.335,PITTIENG,264
Bollinger RSI,114888.53,14888.53,14.89,1,1,0,100.0,17.68,152.0,0.128,PITTIENG,264
Squeeze Breakout,92333.79,-7666.21,-7.67,4,1,3,25.0,18.18,196.0,-3.27,PITTIENG,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99344.96,-655.04,-0.66,2,1,1,50.0,13.3,77.0,-20.846,BALUFORGE,264
Keltner 5-Rule Retracement,97396.75,-2603.25,-2.6,2,1,1,50.0,13.08,77.0,-5.994,BALUFORGE,264
Keltner + EMA Cross,92658.38,-7341.62,-7.34,3,1,2,33.33,21.75,174.0,-1.259,BALUFORGE,264
Keltner Breakout (ATR 1.5),98415.84,-1584.16,-1.58,3,1,2,33.33,13.3,129.0,-9.206,BALUFORGE,264
Bollinger RSI,107372.68,7372.68,7.37,1,1,0,100.0,29.77,99.0,-0.763,BALUFORGE,264
Squeeze Breakout,89152.17,-10847.83,-10.85,5,1,4,20.0,26.59,120.0,-2.198,BALUFORGE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],90702.66,-9297.34,-9.3,4,1,3,25.0,19.05,74.0,-2.398,ASIANENE,264
Keltner 5-Rule Retracement,97912.74,-2087.26,-2.09,5,2,3,40.0,19.2,74.0,-7.228,ASIANENE,264
Keltner + EMA Cross,135351.13,35351.13,35.35,3,1,1,33.33,16.84,47.0,0.632,ASIANENE,264
Keltner Breakout (ATR 1.5),111267.43,11267.43,11.27,5,3,2,60.0,13.92,80.0,-0.154,ASIANENE,264
Bollinger RSI,144899.49,44899.49,44.9,1,1,0,100.0,22.29,87.0,0.71,ASIANENE,264
Squeeze Breakout,98890.31,-1109.69,-1.11,4,2,2,50.0,12.43,142.0,-1.536,ASIANENE,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],169980.02,69980.02,69.98,2,1,0,50.0,6.66,186.0,0.917,GMMPFAUDLR,264
Keltner 5-Rule Retracement,168194.41,68194.41,68.19,2,1,0,50.0,6.65,186.0,0.882,GMMPFAUDLR,264
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,GMMPFAUDLR,264
Keltner Breakout (ATR 1.5),170585.57,70585.57,70.59,2,1,0,50.0,6.69,186.0,0.929,GMMPFAUDLR,264
Bollinger RSI,123641.17,23641.17,23.64,2,2,0,100.0,19.89,109.0,2.182,GMMPFAUDLR,264
Squeeze Breakout,104528.33,4528.33,4.53,3,2,1,66.67,7.78,72.0,-1.871,GMMPFAUDLR,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101688.35,1688.35,1.69,2,2,0,100.0,5.54,167.0,-30.91,GPPL,264
Keltner 5-Rule Retracement,95686.42,-4313.58,-4.31,3,1,2,33.33,10.22,187.0,-2.736,GPPL,264
Keltner + EMA Cross,85255.29,-14744.71,-14.74,4,0,3,0.0,17.32,176.0,-1.882,GPPL,264
Keltner Breakout (ATR 1.5),103862.86,3862.86,3.86,3,2,1,66.67,9.15,187.0,-0.851,GPPL,264
Bollinger RSI,101721.69,1721.69,1.72,1,1,0,100.0,21.85,152.0,-6.551,GPPL,264
Squeeze Breakout,106359.14,6359.14,6.36,5,3,2,60.0,10.08,120.0,-1.303,GPPL,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],83543.65,-16456.35,-16.46,4,1,3,25.0,26.6,107.0,-1.79,MOL,264
Keltner 5-Rule Retracement,73411.81,-26588.19,-26.59,4,0,4,0.0,29.44,107.0,-1.489,MOL,264
Keltner + EMA Cross,112006.5,12006.5,12.01,1,0,0,0.0,13.25,13.0,-0.083,MOL,264
Keltner Breakout (ATR 1.5),89318.42,-10681.58,-10.68,4,2,2,50.0,26.6,107.0,-2.217,MOL,264
Bollinger RSI,73331.72,-26668.28,-26.67,1,0,1,0.0,51.39,217.0,-10.568,MOL,264
Squeeze Breakout,108497.0,8497.0,8.5,3,1,2,33.33,8.25,164.0,-0.129,MOL,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],113494.04,13494.04,13.49,1,1,0,100.0,9.18,24.0,0.037,BECTORFOOD,264
Keltner 5-Rule Retracement,103848.16,3848.16,3.85,3,1,2,33.33,12.88,191.0,-0.925,BECTORFOOD,264
Keltner + EMA Cross,118404.87,18404.87,18.4,2,1,1,50.0,13.6,60.0,0.294,BECTORFOOD,264
Keltner Breakout (ATR 1.5),109863.04,9863.04,9.86,3,1,2,33.33,13.88,192.0,-0.162,BECTORFOOD,264
Bollinger RSI,85287.01,-14712.99,-14.71,1,0,1,0.0,38.16,225.0,-13.572,BECTORFOOD,264
Squeeze Breakout,99328.22,-671.78,-0.67,4,2,2,50.0,12.15,124.0,-1.424,BECTORFOOD,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99839.43,-160.57,-0.16,3,1,2,33.33,9.37,125.0,-81.962,LMW,264
Keltner 5-Rule Retracement,97411.89,-2588.11,-2.59,4,1,3,25.0,10.04,125.0,-6.023,LMW,264
Keltner + EMA Cross,93048.23,-6951.77,-6.95,1,0,1,0.0,9.71,152.0,-2.87,LMW,264
Keltner Breakout (ATR 1.5),96690.07,-3309.93,-3.31,5,1,4,20.0,12.01,196.0,-11.661,LMW,264
Bollinger RSI,113210.96,13210.96,13.21,1,1,0,100.0,24.56,70.0,0.016,LMW,264
Squeeze Breakout,105288.16,5288.16,5.29,4,1,3,25.0,8.24,178.0,-0.649,LMW,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],91691.95,-8308.05,-8.31,5,2,3,40.0,24.75,178.0,-1.156,ROLEXRINGS,264
Keltner 5-Rule Retracement,71721.89,-28278.11,-28.28,5,1,4,20.0,34.48,178.0,-1.098,ROLEXRINGS,264
Keltner + EMA Cross,112177.92,12177.92,12.18,3,2,1,66.67,13.56,83.0,-0.717,ROLEXRINGS,264
Keltner Breakout (ATR 1.5),103666.94,3666.94,3.67,5,3,2,60.0,18.3,107.0,-1.62,ROLEXRINGS,264
Bollinger RSI,99737.54,-262.46,-0.26,1,0,1,0.0,26.33,239.0,-50.532,ROLEXRINGS,264
Squeeze Breakout,119660.06,19660.06,19.66,3,1,2,33.33,10.32,59.0,0.339,ROLEXRINGS,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],83412.19,-16587.81,-16.59,2,0,2,0.0,16.59,99.0,-1.784,AARTIPHARM,264
Keltner 5-Rule Retracement,83412.19,-16587.81,-16.59,2,0,2,0.0,16.59,99.0,-1.784,AARTIPHARM,264
Keltner + EMA Cross,99960.3,-39.7,-0.04,3,0,2,0.0,22.2,169.0,-328.445,AARTIPHARM,264
Keltner Breakout (ATR 1.5),83600.07,-16399.93,-16.4,6,0,5,0.0,21.06,185.0,-3.934,AARTIPHARM,264
Bollinger RSI,112830.84,12830.84,12.83,1,1,0,100.0,25.12,69.0,-0.249,AARTIPHARM,264
Squeeze Breakout,87779.55,-12220.45,-12.22,5,2,3,40.0,22.01,120.0,-1.467,AARTIPHARM,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],78886.04,-21113.96,-21.11,2,0,2,0.0,21.11,57.0,-1.616,JUBLCPL,264
Keltner 5-Rule Retracement,74931.69,-25068.31,-25.07,3,0,3,0.0,25.07,108.0,-1.519,JUBLCPL,264
Keltner + EMA Cross,67107.14,-32892.86,-32.89,5,0,5,0.0,32.89,218.0,-2.803,JUBLCPL,264
Keltner Breakout (ATR 1.5),78216.49,-21783.51,-21.78,3,0,3,0.0,21.78,217.0,-6.158,JUBLCPL,264
Bollinger RSI,101242.04,1242.04,1.24,1,1,0,100.0,29.42,160.0,-9.467,JUBLCPL,264
Squeeze Breakout,73089.42,-26910.58,-26.91,5,0,4,0.0,28.78,196.0,-3.115,JUBLCPL,264
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104819.76,4819.76,4.82,2,1,1,50.0,7.91,192.0,-0.56,TI,264
Keltner 5-Rule Retracement,103557.0,3557.0,3.56,4,1,3,25.0,16.93,193.0,-2.103,TI,264
Keltner + EMA Cross,97753.06,-2246.94,-2.25,4,1,3,25.0,16.04,104.0,-6.786,TI,264
