Strategy,Final Value,PnL,PnL %,Total Trades,Won,Lost,Win Rate %,Max Drawdown %,Max DD Duration (bars),Sharpe Ratio,Symbol,Days
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],108710.4,8710.4,8.71,4,2,1,50.0,22.53,241.0,-0.109,TATAINVEST,296
Keltner 5-Rule Retracement,107646.1,7646.1,7.65,3,1,1,33.33,23.03,241.0,-0.138,TATAINVEST,296
Keltner + EMA Cross,85138.43,-14861.57,-14.86,4,1,2,25.0,17.3,144.0,-1.875,TATAINVEST,296
Keltner Breakout (ATR 1.5),113368.61,13368.61,13.37,4,2,1,50.0,19.21,241.0,0.05,TATAINVEST,296
Bollinger RSI,113853.82,13853.82,13.85,1,1,0,100.0,22.41,31.0,0.062,TATAINVEST,296
Squeeze Breakout,97742.52,-2257.48,-2.26,4,2,1,50.0,12.66,123.0,-0.718,TATAINVEST,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],88443.38,-11556.62,-11.56,5,1,4,20.0,28.64,129.0,-8.433,AZAD,296
Keltner 5-Rule Retracement,91327.21,-8672.79,-8.67,4,1,3,25.0,28.96,120.0,-3.273,AZAD,296
Keltner + EMA Cross,111811.74,11811.74,11.81,3,1,2,33.33,11.78,176.0,0.03,AZAD,296
Keltner Breakout (ATR 1.5),99449.38,-550.62,-0.55,7,4,3,57.14,18.41,151.0,-0.348,AZAD,296
Bollinger RSI,130613.77,30613.77,30.61,1,1,0,100.0,20.88,30.0,0.575,AZAD,296
Squeeze Breakout,78649.21,-21350.79,-21.35,7,2,5,28.57,21.64,249.0,-3.123,AZAD,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],86888.15,-13111.85,-13.11,5,0,5,0.0,13.34,212.0,-4.031,TORNTPHARM,296
Keltner 5-Rule Retracement,86888.15,-13111.85,-13.11,5,0,5,0.0,13.34,212.0,-4.031,TORNTPHARM,296
Keltner + EMA Cross,93989.25,-6010.75,-6.01,2,0,2,0.0,6.01,247.0,-7.305,TORNTPHARM,296
Keltner Breakout (ATR 1.5),92440.26,-7559.74,-7.56,6,2,4,33.33,9.02,78.0,-25.466,TORNTPHARM,296
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,TORNTPHARM,296
Squeeze Breakout,106433.85,6433.85,6.43,4,2,2,50.0,4.99,77.0,-0.454,TORNTPHARM,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],81032.29,-18967.71,-18.97,4,0,4,0.0,22.9,142.0,-5.911,ZENTEC,296
Keltner 5-Rule Retracement,80763.61,-19236.39,-19.24,4,0,4,0.0,22.9,140.0,-6.316,ZENTEC,296
Keltner + EMA Cross,83142.0,-16858.0,-16.86,3,0,3,0.0,17.97,250.0,-2.018,ZENTEC,296
Keltner Breakout (ATR 1.5),74526.49,-25473.51,-25.47,6,0,6,0.0,25.63,250.0,-3.173,ZENTEC,296
Bollinger RSI,130406.19,30406.19,30.41,1,1,0,100.0,11.14,24.0,0.572,ZENTEC,296
Squeeze Breakout,80487.91,-19512.09,-19.51,5,0,5,0.0,22.06,170.0,-1.666,ZENTEC,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],105005.03,5005.03,5.01,4,2,2,50.0,10.93,220.0,-5.371,NYKAA,296
Keltner 5-Rule Retracement,98530.79,-1469.21,-1.47,4,1,3,25.0,10.92,219.0,-1.843,NYKAA,296
Keltner + EMA Cross,92892.53,-7107.47,-7.11,4,1,3,25.0,19.56,235.0,-1.031,NYKAA,296
Keltner Breakout (ATR 1.5),101343.91,1343.91,1.34,7,2,5,28.57,17.68,258.0,-2.194,NYKAA,296
Bollinger RSI,113938.22,13938.22,13.94,1,1,0,100.0,2.73,154.0,0.067,NYKAA,296
Squeeze Breakout,107584.54,7584.54,7.58,3,1,2,33.33,7.9,143.0,-0.329,NYKAA,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92099.43,-7900.57,-7.9,4,1,3,25.0,23.56,218.0,-0.582,NAVINFLUOR,296
Keltner 5-Rule Retracement,117387.4,17387.4,17.39,3,2,1,66.67,10.87,116.0,0.623,NAVINFLUOR,296
Keltner + EMA Cross,131136.0,31136.0,31.14,3,2,0,66.67,9.74,109.0,1.581,NAVINFLUOR,296
Keltner Breakout (ATR 1.5),92620.26,-7379.74,-7.38,6,1,5,16.67,23.13,218.0,-0.88,NAVINFLUOR,296
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,NAVINFLUOR,296
Squeeze Breakout,105352.05,5352.05,5.35,6,2,4,33.33,14.76,84.0,-0.419,NAVINFLUOR,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],100170.34,170.34,0.17,3,2,1,66.67,11.92,172.0,-3.27,PRESTIGE,296
Keltner 5-Rule Retracement,110426.8,10426.8,10.43,3,3,0,100.0,9.63,117.0,-0.486,PRESTIGE,296
Keltner + EMA Cross,105143.8,5143.8,5.14,2,1,1,50.0,8.13,180.0,-0.726,PRESTIGE,296
Keltner Breakout (ATR 1.5),108427.93,8427.93,8.43,3,2,1,66.67,8.87,128.0,-1.269,PRESTIGE,296
Bollinger RSI,104266.22,4266.22,4.27,1,0,0,0.0,28.19,91.0,-2.047,PRESTIGE,296
Squeeze Breakout,102576.99,2576.99,2.58,5,3,1,60.0,8.05,104.0,-0.829,PRESTIGE,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],85689.51,-14310.49,-14.31,3,0,3,0.0,18.05,200.0,-4.694,ASAHIINDIA,296
Keltner 5-Rule Retracement,87763.25,-12236.75,-12.24,2,0,2,0.0,13.67,200.0,-6.834,ASAHIINDIA,296
Keltner + EMA Cross,92003.4,-7996.6,-8.0,2,0,2,0.0,8.45,180.0,-2.626,ASAHIINDIA,296
Keltner Breakout (ATR 1.5),87528.83,-12471.17,-12.47,6,1,5,16.67,14.88,250.0,-18.874,ASAHIINDIA,296
Bollinger RSI,114566.26,14566.26,14.57,1,0,0,0.0,10.15,49.0,0.108,ASAHIINDIA,296
Squeeze Breakout,84010.16,-15989.84,-15.99,7,3,4,42.86,20.4,200.0,-3.138,ASAHIINDIA,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],111548.27,11548.27,11.55,2,1,1,50.0,4.64,185.0,-0.043,PGHL,296
Keltner 5-Rule Retracement,113831.18,13831.18,13.83,1,1,0,100.0,4.59,50.0,0.06,PGHL,296
Keltner + EMA Cross,127363.68,27363.68,27.36,1,1,0,100.0,6.49,50.0,0.525,PGHL,296
Keltner Breakout (ATR 1.5),116289.21,16289.21,16.29,3,1,2,33.33,5.72,185.0,0.19,PGHL,296
Bollinger RSI,98629.22,-1370.78,-1.37,2,0,1,0.0,18.7,215.0,-4.392,PGHL,296
Squeeze Breakout,102871.4,2871.4,2.87,5,2,3,40.0,6.06,82.0,-1.34,PGHL,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],116202.87,16202.87,16.2,2,1,1,50.0,10.58,66.0,0.198,CARBORUNIV,296
Keltner 5-Rule Retracement,103756.24,3756.24,3.76,3,1,2,33.33,11.81,160.0,-0.398,CARBORUNIV,296
Keltner + EMA Cross,118817.46,18817.46,18.82,3,1,1,33.33,20.34,66.0,0.309,CARBORUNIV,296
Keltner Breakout (ATR 1.5),100714.03,714.03,0.71,6,1,4,16.67,17.4,170.0,-0.389,CARBORUNIV,296
Bollinger RSI,113450.66,13450.66,13.45,1,1,0,100.0,15.78,109.0,0.017,CARBORUNIV,296
Squeeze Breakout,69259.54,-30740.46,-30.74,6,0,6,0.0,33.96,207.0,-1.641,CARBORUNIV,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],94491.23,-5508.77,-5.51,4,2,2,50.0,8.38,260.0,-15.507,HCG,296
Keltner 5-Rule Retracement,94491.23,-5508.77,-5.51,4,2,2,50.0,8.38,260.0,-15.507,HCG,296
Keltner + EMA Cross,114390.5,14390.5,14.39,2,2,0,100.0,9.2,50.0,0.097,HCG,296
Keltner Breakout (ATR 1.5),106055.93,6055.93,6.06,4,3,1,75.0,8.7,134.0,-0.949,HCG,296
Bollinger RSI,104211.0,4211.0,4.21,1,1,0,100.0,13.46,52.0,-2.087,HCG,296
Squeeze Breakout,100152.77,152.77,0.15,9,4,5,44.44,21.01,153.0,-1.425,HCG,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106239.62,6239.62,6.24,3,1,2,33.33,7.38,113.0,-1.083,RKFORGE,296
Keltner 5-Rule Retracement,114999.26,14999.26,15.0,4,2,2,50.0,8.99,62.0,0.133,RKFORGE,296
Keltner + EMA Cross,90527.89,-9472.11,-9.47,2,0,2,0.0,12.76,150.0,-2.372,RKFORGE,296
Keltner Breakout (ATR 1.5),106239.62,6239.62,6.24,3,1,2,33.33,7.38,113.0,-1.083,RKFORGE,296
Bollinger RSI,115914.59,15914.59,15.91,1,1,0,100.0,19.09,76.0,0.155,RKFORGE,296
Squeeze Breakout,93075.47,-6924.53,-6.92,5,1,4,20.0,19.53,243.0,-1.562,RKFORGE,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92122.17,-7877.83,-7.88,3,0,2,0.0,9.96,152.0,-2.65,CORONA,192
Keltner 5-Rule Retracement,94235.17,-5764.83,-5.76,1,0,1,0.0,6.36,152.0,-3.255,CORONA,192
Keltner + EMA Cross,98000.73,-1999.27,-2.0,1,0,0,0.0,4.49,6.0,-7.502,CORONA,192
Keltner Breakout (ATR 1.5),116236.73,16236.73,16.24,4,2,1,50.0,6.77,44.0,0.199,CORONA,192
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CORONA,192
Squeeze Breakout,103251.55,3251.55,3.25,6,2,3,33.33,16.54,68.0,-2.998,CORONA,192
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],106766.57,6766.57,6.77,5,3,2,60.0,18.34,239.0,-9.846,SJS,296
Keltner 5-Rule Retracement,108138.11,8138.11,8.14,5,3,2,60.0,17.3,217.0,-2.537,SJS,296
Keltner + EMA Cross,156620.89,56620.89,56.62,3,2,1,66.67,9.64,108.0,2.721,SJS,296
Keltner Breakout (ATR 1.5),113020.83,13020.83,13.02,7,4,3,57.14,25.2,208.0,0.02,SJS,296
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SJS,296
Squeeze Breakout,89089.88,-10910.12,-10.91,5,2,3,40.0,16.02,208.0,-6.127,SJS,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104830.78,4830.78,4.83,5,2,2,40.0,11.71,48.0,-1.691,ACMESOLAR,296
Keltner 5-Rule Retracement,102315.8,2315.8,2.32,4,1,2,25.0,14.26,64.0,-4.614,ACMESOLAR,296
Keltner + EMA Cross,138755.99,38755.99,38.76,2,1,0,50.0,12.17,35.0,0.665,ACMESOLAR,296
Keltner Breakout (ATR 1.5),91555.43,-8444.57,-8.44,8,2,5,25.0,23.54,207.0,-1.204,ACMESOLAR,296
Bollinger RSI,120198.29,20198.29,20.2,1,1,0,100.0,21.21,83.0,0.257,ACMESOLAR,296
Squeeze Breakout,86023.64,-13976.36,-13.98,7,1,5,14.29,22.58,164.0,-1.74,ACMESOLAR,296
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],131601.45,31601.45,31.6,3,3,0,100.0,11.2,104.0,0.761,NUVAMA,292
Keltner 5-Rule Retracement,126903.03,26903.03,26.9,3,3,0,100.0,11.31,106.0,0.703,NUVAMA,292
Keltner + EMA Cross,89236.04,-10763.96,-10.76,3,0,3,0.0,12.42,202.0,-7.714,NUVAMA,292
Keltner Breakout (ATR 1.5),129157.83,29157.83,29.16,4,3,1,75.0,11.32,106.0,0.591,NUVAMA,292
Bollinger RSI,120080.29,20080.29,20.08,2,2,0,100.0,19.35,72.0,5.262,NUVAMA,292
Squeeze Breakout,100077.6,77.6,0.08,3,1,2,33.33,9.28,159.0,-8.954,NUVAMA,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],88598.15,-11401.85,-11.4,3,1,2,33.33,20.79,76.0,-2.14,UDS,292
Keltner 5-Rule Retracement,91867.73,-8132.27,-8.13,2,1,1,50.0,17.86,76.0,-2.599,UDS,292
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,UDS,292
Keltner Breakout (ATR 1.5),90404.55,-9595.45,-9.6,4,1,3,25.0,13.22,107.0,-3.803,UDS,292
Bollinger RSI,77332.85,-22667.15,-22.67,1,0,1,0.0,44.79,222.0,-6.171,UDS,292
Squeeze Breakout,122694.82,22694.82,22.69,5,2,3,40.0,14.49,120.0,0.346,UDS,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],119601.89,19601.89,19.6,6,1,4,16.67,15.12,107.0,0.239,NRBBEARING,292
Keltner 5-Rule Retracement,124180.54,24180.54,24.18,5,1,3,20.0,17.84,60.0,0.462,NRBBEARING,292
Keltner + EMA Cross,112847.27,12847.27,12.85,3,0,2,0.0,10.06,174.0,0.058,NRBBEARING,292
Keltner Breakout (ATR 1.5),126766.93,26766.93,26.77,6,1,4,16.67,15.12,105.0,0.371,NRBBEARING,292
Bollinger RSI,133406.61,33406.61,33.41,1,1,0,100.0,23.95,41.0,0.611,NRBBEARING,292
Squeeze Breakout,89970.84,-10029.16,-10.03,3,1,2,33.33,16.44,166.0,-3.742,NRBBEARING,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],94067.44,-5932.56,-5.93,3,1,2,33.33,12.66,94.0,-3.191,OLECTRA,292
Keltner 5-Rule Retracement,99696.53,-303.47,-0.3,3,1,2,33.33,12.66,94.0,-43.837,OLECTRA,292
Keltner + EMA Cross,112814.78,12814.78,12.81,3,2,1,66.67,17.01,58.0,-0.014,OLECTRA,292
Keltner Breakout (ATR 1.5),97659.66,-2340.34,-2.34,4,1,3,25.0,12.76,141.0,-1.748,OLECTRA,292
Bollinger RSI,114797.49,14797.49,14.8,2,1,0,50.0,29.97,101.0,0.111,OLECTRA,292
Squeeze Breakout,78148.24,-21851.76,-21.85,4,0,4,0.0,22.4,266.0,-4.94,OLECTRA,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],104140.59,4140.59,4.14,4,2,2,50.0,11.41,148.0,-0.513,CRAFTSMAN,292
Keltner 5-Rule Retracement,120328.83,20328.83,20.33,4,2,2,50.0,10.24,79.0,0.361,CRAFTSMAN,292
Keltner + EMA Cross,106599.72,6599.72,6.6,1,1,0,100.0,9.85,176.0,-0.366,CRAFTSMAN,292
Keltner Breakout (ATR 1.5),99709.06,-290.94,-0.29,7,2,5,28.57,23.99,245.0,-0.306,CRAFTSMAN,292
Bollinger RSI,128891.87,28891.87,28.89,1,1,0,100.0,5.06,6.0,0.55,CRAFTSMAN,292
Squeeze Breakout,82222.4,-17777.6,-17.78,8,2,6,25.0,23.35,253.0,-4.342,CRAFTSMAN,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],127769.02,27769.02,27.77,4,2,2,50.0,26.74,109.0,0.337,IBULLSLTD-BE,221
Keltner 5-Rule Retracement,106105.36,6105.36,6.11,4,2,2,50.0,26.83,120.0,0.072,IBULLSLTD-BE,221
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,IBULLSLTD-BE,221
Keltner Breakout (ATR 1.5),138473.09,38473.09,38.47,4,2,2,50.0,24.36,109.0,0.429,IBULLSLTD-BE,221
Bollinger RSI,99810.54,-189.46,-0.19,1,0,1,0.0,33.58,144.0,-69.615,IBULLSLTD-BE,221
Squeeze Breakout,120606.75,20606.75,20.61,3,1,2,33.33,26.62,109.0,0.253,IBULLSLTD-BE,221
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],123218.89,23218.89,23.22,5,2,3,40.0,14.29,126.0,0.402,RPTECH,292
Keltner 5-Rule Retracement,136394.75,36394.75,36.39,5,3,2,60.0,13.07,67.0,0.752,RPTECH,292
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RPTECH,292
Keltner Breakout (ATR 1.5),144781.66,44781.66,44.78,6,5,1,83.33,19.25,73.0,1.136,RPTECH,292
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RPTECH,292
Squeeze Breakout,147930.41,47930.41,47.93,5,4,1,80.0,8.49,61.0,1.392,RPTECH,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],102399.14,2399.14,2.4,4,1,2,25.0,11.2,148.0,-0.76,CEIGALL,292
Keltner 5-Rule Retracement,107614.39,7614.39,7.61,4,1,2,25.0,12.5,150.0,-0.236,CEIGALL,292
Keltner + EMA Cross,103458.74,3458.74,3.46,2,1,1,50.0,9.43,150.0,-3.813,CEIGALL,292
Keltner Breakout (ATR 1.5),105987.52,5987.52,5.99,6,2,3,33.33,18.71,95.0,-3.28,CEIGALL,292
Bollinger RSI,113606.4,13606.4,13.61,1,1,0,100.0,6.24,14.0,0.045,CEIGALL,292
Squeeze Breakout,122426.25,22426.25,22.43,6,3,2,50.0,13.08,64.0,0.602,CEIGALL,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],87741.8,-12258.2,-12.26,2,0,2,0.0,14.4,105.0,0.0,ADVAIT,168
Keltner 5-Rule Retracement,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ADVAIT,168
Keltner + EMA Cross,122846.23,22846.23,22.85,1,1,0,100.0,12.74,65.0,0.0,ADVAIT,168
Keltner Breakout (ATR 1.5),88564.63,-11435.37,-11.44,3,1,2,33.33,16.46,147.0,0.0,ADVAIT,168
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ADVAIT,168
Squeeze Breakout,80966.09,-19033.91,-19.03,3,0,3,0.0,19.03,105.0,0.0,ADVAIT,168
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],99592.19,-407.81,-0.41,4,1,3,25.0,13.96,85.0,-32.878,GLAND,292
Keltner 5-Rule Retracement,88999.14,-11000.86,-11.0,4,1,3,25.0,13.97,158.0,-2.182,GLAND,292
Keltner + EMA Cross,91472.89,-8527.11,-8.53,2,0,2,0.0,9.5,158.0,-20.467,GLAND,292
Keltner Breakout (ATR 1.5),122603.83,22603.83,22.6,4,2,2,50.0,8.89,68.0,0.425,GLAND,292
Bollinger RSI,110414.39,10414.39,10.41,1,1,0,100.0,8.71,47.0,-0.124,GLAND,292
Squeeze Breakout,102007.73,2007.73,2.01,6,2,4,33.33,13.48,94.0,-53.007,GLAND,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],113199.92,13199.92,13.2,6,3,3,50.0,31.77,108.0,-0.072,BHAGYANGR-BE,261
Keltner 5-Rule Retracement,131002.52,31002.52,31.0,5,3,2,60.0,31.77,107.0,1.17,BHAGYANGR-BE,261
Keltner + EMA Cross,289401.25,189401.25,189.4,2,1,0,50.0,21.97,101.0,1.379,BHAGYANGR-BE,261
Keltner Breakout (ATR 1.5),116052.79,16052.79,16.05,7,4,3,57.14,30.44,108.0,0.469,BHAGYANGR-BE,261
Bollinger RSI,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,BHAGYANGR-BE,261
Squeeze Breakout,93214.83,-6785.17,-6.79,4,2,2,50.0,25.41,144.0,-0.702,BHAGYANGR-BE,261
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],75831.65,-24168.35,-24.17,5,1,4,20.0,26.32,168.0,-1.863,MIDHANI,292
Keltner 5-Rule Retracement,72523.36,-27476.64,-27.48,6,1,5,16.67,27.48,251.0,-2.628,MIDHANI,292
Keltner + EMA Cross,98153.42,-1846.58,-1.85,4,1,3,25.0,15.24,156.0,-0.578,MIDHANI,292
Keltner Breakout (ATR 1.5),72471.49,-27528.51,-27.53,7,1,6,14.29,31.4,149.0,-2.494,MIDHANI,292
Bollinger RSI,126962.88,26962.88,26.96,1,1,0,100.0,32.86,154.0,0.385,MIDHANI,292
Squeeze Breakout,75657.61,-24342.39,-24.34,6,1,5,16.67,29.21,74.0,-0.979,MIDHANI,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],98145.3,-1854.7,-1.85,4,2,2,50.0,11.2,104.0,-5.14,ENRIN,292
Keltner 5-Rule Retracement,89465.27,-10534.73,-10.53,4,1,3,25.0,17.54,141.0,-2.234,ENRIN,292
Keltner + EMA Cross,102479.07,2479.07,2.48,2,1,1,50.0,21.59,81.0,-4.244,ENRIN,292
Keltner Breakout (ATR 1.5),92143.19,-7856.81,-7.86,6,3,3,50.0,21.82,104.0,-2.271,ENRIN,292
Bollinger RSI,109412.78,9412.78,9.41,1,1,0,100.0,20.73,141.0,-0.123,ENRIN,292
Squeeze Breakout,124374.69,24374.69,24.37,2,2,0,100.0,6.18,165.0,3.11,ENRIN,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],101831.54,1831.54,1.83,2,1,1,50.0,10.69,198.0,-1.077,AGARWALEYE,292
Keltner 5-Rule Retracement,94537.88,-5462.12,-5.46,3,1,2,33.33,14.58,230.0,-7.285,AGARWALEYE,292
Keltner + EMA Cross,97861.49,-2138.51,-2.14,3,1,2,33.33,11.31,168.0,-2.171,AGARWALEYE,292
Keltner Breakout (ATR 1.5),95526.39,-4473.61,-4.47,4,1,3,25.0,16.0,230.0,-1.048,AGARWALEYE,292
Bollinger RSI,111638.94,11638.94,11.64,1,1,0,100.0,12.67,78.0,-0.117,AGARWALEYE,292
Squeeze Breakout,102950.83,2950.83,2.95,5,2,3,40.0,13.95,106.0,-1.086,AGARWALEYE,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],93340.71,-6659.29,-6.66,4,0,4,0.0,14.78,259.0,-5.012,ATULAUTO,292
Keltner 5-Rule Retracement,88093.26,-11906.74,-11.91,5,0,5,0.0,18.28,259.0,-2.706,ATULAUTO,292
Keltner + EMA Cross,81211.88,-18788.12,-18.79,6,0,6,0.0,25.63,259.0,-8.595,ATULAUTO,292
Keltner Breakout (ATR 1.5),80793.63,-19206.37,-19.21,6,0,6,0.0,25.06,259.0,-1.948,ATULAUTO,292
Bollinger RSI,123115.45,23115.45,23.12,2,1,0,50.0,4.26,152.0,0.438,ATULAUTO,292
Squeeze Breakout,80191.99,-19808.01,-19.81,5,0,5,0.0,20.93,216.0,-4.322,ATULAUTO,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97079.13,-2920.87,-2.92,2,1,1,50.0,5.88,51.0,-5.451,PNCINFRA,292
Keltner 5-Rule Retracement,92363.86,-7636.14,-7.64,2,0,2,0.0,10.41,95.0,-2.702,PNCINFRA,292
Keltner + EMA Cross,92712.69,-7287.31,-7.29,1,0,1,0.0,16.87,34.0,-2.784,PNCINFRA,292
Keltner Breakout (ATR 1.5),95536.94,-4463.06,-4.46,3,2,1,66.67,15.47,51.0,-3.913,PNCINFRA,292
Bollinger RSI,87895.77,-12104.23,-12.1,2,0,1,0.0,42.44,236.0,-2.189,PNCINFRA,292
Squeeze Breakout,111278.54,11278.54,11.28,5,3,2,60.0,11.0,161.0,-0.301,PNCINFRA,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],87110.15,-12889.85,-12.89,2,0,2,0.0,14.79,104.0,-2.009,ROSSARI,292
Keltner 5-Rule Retracement,82336.83,-17663.17,-17.66,4,0,4,0.0,19.09,104.0,-1.736,ROSSARI,292
Keltner + EMA Cross,85120.25,-14879.75,-14.88,4,1,3,25.0,16.25,249.0,-3.992,ROSSARI,292
Keltner Breakout (ATR 1.5),80192.9,-19807.1,-19.81,4,0,4,0.0,20.72,249.0,-3.149,ROSSARI,292
Bollinger RSI,77358.4,-22641.6,-22.64,1,0,0,0.0,35.75,199.0,-1.952,ROSSARI,292
Squeeze Breakout,96317.67,-3682.33,-3.68,7,2,4,28.57,13.14,167.0,-7.495,ROSSARI,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],97239.84,-2760.16,-2.76,7,3,3,42.86,21.51,210.0,-0.626,WELSPUNLIV,292
Keltner 5-Rule Retracement,88839.74,-11160.26,-11.16,5,2,3,40.0,20.54,210.0,-1.778,WELSPUNLIV,292
Keltner + EMA Cross,117925.81,17925.81,17.93,2,0,1,0.0,12.68,131.0,0.275,WELSPUNLIV,292
Keltner Breakout (ATR 1.5),113538.01,13538.01,13.54,8,4,3,50.0,21.5,195.0,0.073,WELSPUNLIV,292
Bollinger RSI,123385.19,23385.19,23.39,1,1,0,100.0,25.11,157.0,0.444,WELSPUNLIV,292
Squeeze Breakout,115560.26,15560.26,15.56,4,2,2,50.0,14.31,153.0,0.165,WELSPUNLIV,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],170578.34,70578.34,70.58,3,2,0,66.67,7.91,81.0,1.75,SBC,292
Keltner 5-Rule Retracement,158206.42,58206.42,58.21,3,2,0,66.67,7.91,81.0,2.198,SBC,292
Keltner + EMA Cross,100000.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,SBC,292
Keltner Breakout (ATR 1.5),202716.44,102716.44,102.72,5,4,0,80.0,7.95,52.0,9.002,SBC,292
Bollinger RSI,117334.69,17334.69,17.33,1,1,0,100.0,0.81,3.0,0.25,SBC,292
Squeeze Breakout,93397.42,-6602.58,-6.6,4,2,2,50.0,11.59,119.0,-2.969,SBC,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],69634.2,-30365.8,-30.37,6,1,5,16.67,35.8,166.0,-1.428,JINDALSAW,292
Keltner 5-Rule Retracement,75208.26,-24791.74,-24.79,5,1,4,20.0,31.52,166.0,-1.524,JINDALSAW,292
Keltner + EMA Cross,100861.72,861.72,0.86,5,2,3,40.0,21.4,136.0,-1.775,JINDALSAW,292
Keltner Breakout (ATR 1.5),81105.18,-18894.82,-18.89,7,2,5,28.57,28.83,166.0,-1.688,JINDALSAW,292
Bollinger RSI,105222.48,5222.48,5.22,1,1,0,100.0,14.1,166.0,-0.336,JINDALSAW,292
Squeeze Breakout,93881.11,-6118.89,-6.12,3,1,2,33.33,13.31,227.0,-15.873,JINDALSAW,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],89632.32,-10367.68,-10.37,4,0,4,0.0,16.23,256.0,-2.516,ENDURANCE,292
Keltner 5-Rule Retracement,92618.6,-7381.4,-7.38,4,0,4,0.0,13.45,256.0,-3.237,ENDURANCE,292
Keltner + EMA Cross,85677.76,-14322.24,-14.32,4,0,4,0.0,14.65,229.0,-3.094,ENDURANCE,292
Keltner Breakout (ATR 1.5),89986.58,-10013.42,-10.01,5,2,3,40.0,16.35,256.0,-4.243,ENDURANCE,292
Bollinger RSI,111366.75,11366.75,11.37,1,1,0,100.0,17.19,142.0,-0.144,ENDURANCE,292
Squeeze Breakout,94545.66,-5454.34,-5.45,4,1,3,25.0,13.01,193.0,-3.992,ENDURANCE,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],92892.69,-7107.31,-7.11,3,1,2,33.33,9.07,269.0,-2.048,BALMLAWRIE,292
Keltner 5-Rule Retracement,92883.23,-7116.77,-7.12,2,0,2,0.0,8.28,253.0,-12.504,BALMLAWRIE,292
Keltner + EMA Cross,92601.6,-7398.4,-7.4,2,0,2,0.0,9.31,152.0,-2.757,BALMLAWRIE,292
Keltner Breakout (ATR 1.5),96136.03,-3863.97,-3.86,3,1,2,33.33,8.38,171.0,-1.237,BALMLAWRIE,292
Bollinger RSI,103943.9,3943.9,3.94,2,1,0,50.0,23.01,208.0,-0.614,BALMLAWRIE,292
Squeeze Breakout,101927.97,1927.97,1.93,3,2,0,66.67,8.12,188.0,-1.978,BALMLAWRIE,292
Keltner Tuned (ATR 2.0 + EMA)  [LIVE],96558.53,-3441.47,-3.44,7,3,3,42.86,16.36,152.0,-0.493,APARINDS,292
